first_name,last_name,plays,gender,country,age,DOB,height,weight,current_singles,highest_singles,current_doubles,highest_doubles,singles_main_tournmaents,singles_lower_tournaments,doubles_main_tournaments,doubles_lower_tournaments,wins_singles,losses_singles,total_singles,References
ఫ్రాంకాటి,ఎమిలీ,కుడి,స్త్రీ,డెన్మార్క్,24,24. 6. 1997,,,,574,,420,0,1,0,1,76,27,,https://www.tennisexplorer.com/list-players/?country=denmark
గ్రేజ్,మై,కుడి,స్త్రీ,డెన్మార్క్,30,18. 4. 1992,,,,861,,988,0,1,0,1,1,5,,https://www.tennisexplorer.com/list-players/?country=denmark
ఐవర్సెన్,మెట్టే,కుడి,స్త్రీ,డెన్మార్క్,42,2. 1. 1980,,,,666,,644,0,0,0,0,,,,https://www.tennisexplorer.com/list-players/?country=denmark
జాకబ్స్‌గార్డ్,కరీనా  ఇల్డోర్,కుడి,స్త్రీ,డెన్మార్క్,42,1. 1. 1980,,,,439,,464,0,1,0,1,2,1,,https://www.tennisexplorer.com/list-players/?country=denmark
జెన్సన్,హన్నె  స్కాక్,కుడి,స్త్రీ,డెన్మార్క్,36,29. 4. 1986,,,,340,,202,0,0,0,0,1,1,,https://www.tennisexplorer.com/list-players/?country=denmark
మెల్స్టెడ్ ,సిసిలీ  లండ్‌గార్డ్,కుడి,స్త్రీ,డెన్మార్క్,27,5. 2. 1995,,,,1122,,,0,0,0,0,1,7,,https://www.tennisexplorer.com/list-players/?country=denmark
ముంచెర్మాన్సెన్,ఆండ్రియా,కుడి,స్త్రీ,డెన్మార్క్,40,9. 9. 1981,,,,747,,564,0,0,0,0,,,,https://www.tennisexplorer.com/list-players/?country=denmark
నోయి ,జూలీ,కుడి,స్త్రీ,డెన్మార్క్,26,19. 3. 1996,,,,1028,,1138,0,0,0,0,6,6,,https://www.tennisexplorer.com/list-players/?country=denmark
ఒల్సేన్,సాండ్రా,కుడి,స్త్రీ,డెన్మార్క్,47,16. 5. 1975,,,,1014,,,0,0,0,0,0,1,,https://www.tennisexplorer.com/list-players/?country=denmark
రాస్ముస్సేన్,మరియా,కుడి,స్త్రీ,డెన్మార్క్,43,20. 8. 1978,,,,733,,640,0,0,0,0,,,,https://www.tennisexplorer.com/list-players/?country=denmark
స్వర్రే,ఫ్రెడరిక్కే,కుడి,స్త్రీ,డెన్మార్క్,25,13. 3. 1997,,,,1239,,,0,0,0,0,0,6,,https://www.tennisexplorer.com/list-players/?country=denmark
వ్యాన్,డెంటిల్లాఆర్ట్క్రిస్టెల్,కుడి,స్త్రీ,డెన్మార్క్,39,1. 4. 1983,,,,973,,740,0,0,0,0,,,,https://www.tennisexplorer.com/list-players/?country=denmark
వోజ్నియాకి,కరోలిన్,కుడి,స్త్రీ,డెన్మార్క్,31,11. 7. 1990,177 cm,58 kg,,1,,57,30,4,30,4,38,50,,https://www.tennisexplorer.com/list-players/?country=denmark
టౌసన్,క్లారా,కుడి,స్త్రీ,డెన్మార్క్,19,21. 12. 2002,,,44,33,571,432,3,9,3,9,7,10,,https://www.tennisexplorer.com/list-players/?country=denmark
సమవతి,సోఫియా  నామి,కుడి,స్త్రీ,డెన్మార్క్,22,14. 2. 2000,,,386,386,,,0,3,0,3,0,13,,https://www.tennisexplorer.com/list-players/?country=denmark
హెల్మీ,ఓల్గా,కుడి,స్త్రీ,డెన్మార్క్,22,27. 3. 2000,,,436,428,1358,1224,0,4,0,4,12,24,,https://www.tennisexplorer.com/list-players/?country=denmark
గ్రాము,ఒలివియా,కుడి,స్త్రీ,డెన్మార్క్,21,23. 11. 2000,,,999,924,712,712,0,0,0,0,20,38,,https://www.tennisexplorer.com/list-players/?country=denmark
జంషిడి,ఎలెనా,కుడి,స్త్రీ,డెన్మార్క్,21,16. 3. 2001,,,1124,1115,,,0,0,0,0,4,6,,https://www.tennisexplorer.com/list-players/?country=denmark
స్వెండ్సెన్,జోహన్నె క్రిస్టినీ ,కుడి,స్త్రీ,డెన్మార్క్,,,,,1129,1096,,,0,1,0,1,,,,https://www.tennisexplorer.com/list-players/?country=denmark
అగర్డ్,షార్లెట్,కుడి,స్త్రీ,డెన్మార్క్,44,1. 12. 1977,,,,408,,405,0,0,0,0,,,,https://www.tennisexplorer.com/list-players/?country=denmark
బారిట్జా,కరెన్,కుడి,స్త్రీ,డెన్మార్క్,29,3. 7. 1992,,,,396,,365,0,7,0,7,42,58,,https://www.tennisexplorer.com/list-players/?country=denmark
డైర్బర్గ్,ఇవా,కుడి,స్త్రీ,డెన్మార్క్,42,17. 2. 1980,,,,77,,95,0,1,0,1,18,25,,https://www.tennisexplorer.com/list-players/?country=denmark
ఎజెడ్స్గార్,మాలౌ,కుడి,స్త్రీ,డెన్మార్క్,31,13. 3. 1991,,,,722,,262,0,0,0,0,24,31,,https://www.tennisexplorer.com/list-players/?country=denmark
ఎల్విస్ట్రోమ్   ఎక్నర్,లైన్,కుడి,స్త్రీ,డెన్మార్క్,38,15. 8. 1983,,,,1084,,,0,0,0,0,,,,https://www.tennisexplorer.com/list-players/?country=denmark
ఫిలిప్,డయాన్,కుడి,స్త్రీ,డెన్మార్క్,35,29. 11. 1986,,,,1212,,,0,0,0,0,,,,https://www.tennisexplorer.com/list-players/?country=denmark
ఫ్రాంకాటి,ఎమిలీ,కుడి,స్త్రీ,డెన్మార్క్,24,24. 6. 1997,,,,574,,420,0,1,0,1,76,27,,https://www.tennisexplorer.com/list-players/?country=denmark
గ్రేజ్,మై,కుడి,స్త్రీ,డెన్మార్క్,30,18. 4. 1992,,,,861,,988,0,1,0,1,1,5,,https://www.tennisexplorer.com/list-players/?country=denmark
ఐవర్సెన్,మెట్టే,కుడి,స్త్రీ,డెన్మార్క్,42,2. 1. 1980,,,,666,,644,0,0,0,0,,,,https://www.tennisexplorer.com/list-players/?country=denmark
జాకబ్స్‌గార్డ్,కరీనా  ఇల్డోర్,కుడి,స్త్రీ,డెన్మార్క్,42,1. 1. 1980,,,,439,,464,0,1,0,1,2,1,,https://www.tennisexplorer.com/list-players/?country=denmark
జెన్సన్,హన్నె  స్కాక్,కుడి,స్త్రీ,డెన్మార్క్,36,29. 4. 1986,,,,340,,202,0,0,0,0,1,1,,https://www.tennisexplorer.com/list-players/?country=denmark
మెల్స్టెడ్ ,సిసిలీ  లండ్‌గార్డ్,కుడి,స్త్రీ,డెన్మార్క్,27,5. 2. 1995,,,,1122,,,0,0,0,0,1,7,,https://www.tennisexplorer.com/list-players/?country=denmark
ముంచెర్మాన్సెన్,ఆండ్రియా,కుడి,స్త్రీ,డెన్మార్క్,40,9. 9. 1981,,,,747,,564,0,0,0,0,,,,https://www.tennisexplorer.com/list-players/?country=denmark
నోయి ,జూలీ,కుడి,స్త్రీ,డెన్మార్క్,26,19. 3. 1996,,,,1028,,1138,0,0,0,0,6,6,,https://www.tennisexplorer.com/list-players/?country=denmark
ఒల్సేన్,సాండ్రా,కుడి,స్త్రీ,డెన్మార్క్,47,16. 5. 1975,,,,1014,,,0,0,0,0,0,1,,https://www.tennisexplorer.com/list-players/?country=denmark
రాస్ముస్సేన్,మరియా,కుడి,స్త్రీ,డెన్మార్క్,43,20. 8. 1978,,,,733,,640,0,0,0,0,,,,https://www.tennisexplorer.com/list-players/?country=denmark
స్వర్రే,ఫ్రెడరిక్కే,కుడి,స్త్రీ,డెన్మార్క్,25,13. 3. 1997,,,,1239,,,0,0,0,0,0,6,,https://www.tennisexplorer.com/list-players/?country=denmark
వ్యాన్,డెంటిల్లాఆర్ట్క్రిస్టెల్,కుడి,స్త్రీ,డెన్మార్క్,39,1. 4. 1983,,,,973,,740,0,0,0,0,,,,https://www.tennisexplorer.com/list-players/?country=denmark
వోజ్నియాకి,కరోలిన్,కుడి,స్త్రీ,డెన్మార్క్,31,11. 7. 1990,177 cm,58 kg,,1,,57,30,4,30,4,38,50,,https://www.tennisexplorer.com/list-players/?country=denmark
పర్పర్,అలెగ్జాండ్రా,కుడి,స్త్రీ,మోల్డావ్స్కో,30,29. 7. 1991,,,1272,406,,385,0,4,0,4,117,77,,https://www.tennisexplorer.com/list-players/?country=moldavsko
వీడొవేంక,అనస్తాసియా,కుడి,స్త్రీ,మోల్డావ్స్కో,28,20. 4. 1994,,,1435,415,,507,0,3,0,3,71,73,,https://www.tennisexplorer.com/list-players/?country=moldavsko
స్టామత్,విటాలియా,కుడి,స్త్రీ,మోల్డావ్స్కో,21,6. 1. 2001,,,1560,802,1472,589,0,0,0,0,51,43,,https://www.tennisexplorer.com/list-players/?country=moldavsko
సియోబాను,డానియేలా,కుడి,స్త్రీ,మోల్డావ్స్కో,27,9. 3. 1995,,,,710,,615,0,0,0,0,46,56,,https://www.tennisexplorer.com/list-players/?country=moldavsko
హెల్బెట్,జూలియా,కుడి,స్త్రీ,మోల్డావ్స్కో,34,31. 5. 1988,,,,1085,,590,0,0,0,0,58,63,,https://www.tennisexplorer.com/list-players/?country=moldavsko
మార్టినోవ్,అలీసా,కుడి,స్త్రీ,మోల్డావ్స్కో,24,9. 11. 1997,,,,1225,,1185,0,0,0,0,3,13,,https://www.tennisexplorer.com/list-players/?country=moldavsko
పోరుబిన్,గాబ్రియేలా,కుడి,స్త్రీ,మోల్డావ్స్కో,28,30. 5. 1994,,,,1145,,974,0,0,0,0,6,11,,https://www.tennisexplorer.com/list-players/?country=moldavsko
సోస్నోవ్స్చి,అడ్రియానా,కుడి,స్త్రీ,మోల్డావ్స్కో,24,10. 1. 1998,,,,792,,661,0,0,0,0,27,25,,https://www.tennisexplorer.com/list-players/?country=moldavsko
టిష్చెంకో,అయానా,కుడి,స్త్రీ,మోల్డావ్స్కో,26,24. 4. 1996,,,,950,,1250,0,0,0,0,5,17,,https://www.tennisexplorer.com/list-players/?country=moldavsko
అరెచావలేత,మరియా  జోస్,కుడి,స్త్రీ,ఉరుగ్వే,31,9. 7. 1990,,,,1041,,,0,0,0,0,,,,https://www.tennisexplorer.com/list-players/?country=uruguay
క్రాసియన్,ఎస్టీఫానియా,కుడి,స్త్రీ,ఉరుగ్వే,35,1. 1. 1987,,,,246,,226,0,9,0,9,,,,https://www.tennisexplorer.com/list-players/?country=uruguay
గిల్లెనియా,సిసిలియా,ఎడమ,స్త్రీ,ఉరుగ్వే,41,24. 1. 1981,,,,425,,399,0,0,0,0,0,1,,https://www.tennisexplorer.com/list-players/?country=uruguay
జురిసిచ్ సాండ్లెర్ ,ఎలెనా,కుడి,స్త్రీ,ఉరుగ్వే,42,6. 9. 1979,,,,451,,374,0,0,0,0,0,1,,https://www.tennisexplorer.com/list-players/?country=uruguay
మెర్సియర్,సిసిలియా,కుడి,స్త్రీ,ఉరుగ్వే,28,11. 3. 1994,,,,952,,,0,0,0,0,1,10,,https://www.tennisexplorer.com/list-players/?country=uruguay
మెర్సియర్,మార్గోట్,కుడి,స్త్రీ,ఉరుగ్వే,25,27. 9. 1996,,,,1193,,1221,0,0,0,0,5,12,,https://www.tennisexplorer.com/list-players/?country=uruguay
మిగ్లియారిని,డెలియోన్   అనా  లూసియా,ఎడమ,స్త్రీ,ఉరుగ్వే,38,16. 12. 1983,,,,297,,340,0,2,0,2,0,2,,https://www.tennisexplorer.com/list-players/?country=uruguay
ఒలివెరా,డానియేలా,కుడి,స్త్రీ,ఉరుగ్వే,41,10. 12. 1980,,,,222,,225,0,0,0,0,1,1,,https://www.tennisexplorer.com/list-players/?country=uruguay
పెయ్రోట్,డానియేలా,కుడి,స్త్రీ,ఉరుగ్వే,41,8. 5. 1981,,,,787,,635,0,0,0,0,,,,https://www.tennisexplorer.com/list-players/?country=uruguay
రోక  రేకేరీ,మరియా యూజీనియా ,ఎడమ,స్త్రీ,ఉరుగ్వే,33,4. 5. 1989,,,,829,,867,0,0,0,0,,,,https://www.tennisexplorer.com/list-players/?country=uruguay
రోడ్రిగ్జ్,కరోలినా,కుడి,స్త్రీ,ఉరుగ్వే,40,17. 5. 1982,,,,469,,633,0,0,0,0,0,1,,https://www.tennisexplorer.com/list-players/?country=uruguay
సాది,వర్జీనియా,కుడి,స్త్రీ,ఉరుగ్వే,43,2. 9. 1978,,,,712,,448,0,0,0,0,1,1,,https://www.tennisexplorer.com/list-players/?country=uruguay
సాల్గూస్,క్లాడియా,కుడి,స్త్రీ,ఉరుగ్వే,40,16. 4. 1982,,,,628,,425,0,0,0,0,0,1,,https://www.tennisexplorer.com/list-players/?country=uruguay
టోర్రెస్,మరియా యూజీనియా ,కుడి,స్త్రీ,ఉరుగ్వే,32,29. 9. 1989,,,,988,,726,0,0,0,0,,,,https://www.tennisexplorer.com/list-players/?country=uruguay
విల్లిఫోర్డ్,కెల్లీ,కుడి,స్త్రీ,డొమినికన్ ప్రతినిధి.,,,,,1334,1070,625,614,0,0,0,0,57,61,,https://www.tennisexplorer.com/list-players/?country=dominican-rep.
చియాట్టి,రేనోసో  కారోలినాసబెల్,కుడి,స్త్రీ,డొమినికన్ ప్రతినిధి.,,,,,1507,1495,1426,1422,0,0,0,0,1,2,,https://www.tennisexplorer.com/list-players/?country=dominican-rep.
పోర్టలాటిన్,కర్లా,కుడి,స్త్రీ,డొమినికన్ ప్రతినిధి.,24,19. 8. 1997,,,1560,1280,,,0,0,0,0,3,5,,https://www.tennisexplorer.com/list-players/?country=dominican-rep.
స్కాడ్,జోయెల్,కుడి,స్త్రీ,డొమినికన్ ప్రతినిధి.,49,13. 3. 1973,,,,540,,327,0,0,0,0,,,,https://www.tennisexplorer.com/list-players/?country=dominican-rep.
సెగరెల్లి,ఫ్రాన్సెస్కా,కుడి,స్త్రీ,డొమినికన్ ప్రతినిధి.,31,5. 9. 1990,,,,424,,342,0,0,0,0,69,47,,https://www.tennisexplorer.com/list-players/?country=dominican-rep.
కాలిన్స్,డేనియల్,కుడి,స్త్రీ,అమెరికా,28,13. 12. 1993,178 cm,64 kg,9,8,330,101,3,4,3,4,15,21,,https://www.tennisexplorer.com/list-players/?country=usa
పెగులా,జెస్సికా,కుడి,స్త్రీ,అమెరికా,28,24. 2. 1994,170 cm,70 kg,11,11,31,28,1,0,1,0,140,95,,https://www.tennisexplorer.com/list-players/?country=usa
కీస్ ,మాడిసన్,కుడి,స్త్రీ,అమెరికా,27,17. 2. 1995,178 cm,66 kg,22,7,503,115,6,5,6,5,21,33,,https://www.tennisexplorer.com/list-players/?country=usa
గౌఫ్,కోరి,కుడి,స్త్రీ,అమెరికా,18,13. 3. 2004,176 cm,59 kg,23,15,10,10,2,0,2,0,75,39,,https://www.tennisexplorer.com/list-players/?country=usa
అనిసిమోవా,అమండా,కుడి,స్త్రీ,అమెరికా,20,31. 8. 2001,180 cm,59 kg,28,21,483,386,2,1,2,1,5,9,,https://www.tennisexplorer.com/list-players/?country=usa
రిస్కే,అలిసన్,కుడి,స్త్రీ,అమెరికా,31,3. 7. 1990,175 cm,66 kg,43,18,484,43,3,9,3,9,54,97,,https://www.tennisexplorer.com/list-players/?country=usa
రోజర్స్,షెల్బీ,కుడి,స్త్రీ,అమెరికా,29,13. 10. 1992,175 cm,70 kg,50,36,55,40,0,6,0,6,68,75,,https://www.tennisexplorer.com/list-players/?country=usa
బ్రెంగిల్,మాడిసన్,కుడి,స్త్రీ,అమెరికా,32,3. 4. 1990,174 cm,60 kg,57,35,457,86,2,16,2,16,66,115,,https://www.tennisexplorer.com/list-players/?country=usa
స్టీఫెన్స్,స్లోన్ఏ. ,కుడి,స్త్రీ,అమెరికా,29,20. 3. 1993,170 cm,61 kg,64,3,727,94,7,1,7,1,26,47,,https://www.tennisexplorer.com/list-players/?country=usa
లి,ఆన్,కుడి,స్త్రీ,అమెరికా,21,26. 6. 2000,160 cm,50 kg,67,44,689,372,1,3,1,3,10,14,,https://www.tennisexplorer.com/list-players/?country=usa
లియు,క్లైర్,కుడి,స్త్రీ,అమెరికా,22,25. 5. 2000,,,75,75,532,445,1,6,1,6,17,21,,https://www.tennisexplorer.com/list-players/?country=usa
డేవిస్,లారెన్,కుడి,స్త్రీ,అమెరికా,28,9. 10. 1993,157 cm,55 kg,91,26,831,137,1,9,1,9,28,63,,https://www.tennisexplorer.com/list-players/?country=usa
పేరా,బెర్నార్డా,ఎడమ,స్త్రీ,అమెరికా,27,3. 12. 1994,175 cm,80 kg,116,59,40,35,0,9,0,9,91,71,,https://www.tennisexplorer.com/list-players/?country=usa
బాప్టిస్ట్,హేలీ,కుడి,స్త్రీ,అమెరికా,20,3. 11. 2001,,,123,119,316,127,0,3,0,3,27,27,,https://www.tennisexplorer.com/list-players/?country=usa
వాండెవెఘే,కోకో,కుడి,స్త్రీ,అమెరికా,30,6. 12. 1991,185 cm,70 kg,126,9,169,14,3,2,3,2,102,87,,https://www.tennisexplorer.com/list-players/?country=usa
వోలినెట్స్,కేటీ,కుడి,స్త్రీ,అమెరికా,20,31. 12. 2001,,,135,112,496,447,0,2,0,2,10,12,,https://www.tennisexplorer.com/list-players/?country=usa
లెప్చెంకో,వరవర,ఎడమ,స్త్రీ,అమెరికా,36,21. 5. 1986,180 cm,70 kg,142,19,832,40,1,13,1,13,41,92,,https://www.tennisexplorer.com/list-players/?country=usa
ముహమ్మద్,ఆసియా,ఎడమ,స్త్రీ,అమెరికా,31,4. 4. 1991,178 cm,66 kg,146,124,38,31,0,13,0,13,318,157,,https://www.tennisexplorer.com/list-players/?country=usa
కెనిన్,సోఫియా,కుడి,స్త్రీ,అమెరికా,23,14. 11. 1998,170 cm,57 kg,147,4,482,31,5,4,5,4,67,57,,https://www.tennisexplorer.com/list-players/?country=usa
పార్క్స్ ,అలిసియా,కుడి,స్త్రీ,అమెరికా,21,31. 12. 2000,,,162,150,203,201,0,1,0,1,44,60,,https://www.tennisexplorer.com/list-players/?country=usa
ఆండర్సన్,రాబిన్,కుడి,స్త్రీ,అమెరికా,29,12. 4. 1993,,,164,159,190,181,0,4,0,4,92,63,,https://www.tennisexplorer.com/list-players/?country=usa
డోలెహైడ్,కరోలిన్,కుడి,స్త్రీ,అమెరికా,23,5. 9. 1998,178 cm,75 kg,171,102,21,21,0,6,0,6,116,65,,https://www.tennisexplorer.com/list-players/?country=usa
మిన్ ,దయ,కుడి,స్త్రీ,అమెరికా,28,6. 5. 1994,163 cm,64 kg,179,97,645,343,0,12,0,12,18,28,,https://www.tennisexplorer.com/list-players/?country=usa
బెక్తాస్,ఎమినా,కుడి,స్త్రీ,అమెరికా,29,30. 3. 1993,,,193,188,89,88,0,4,0,4,183,103,,https://www.tennisexplorer.com/list-players/?country=usa
లోబ్,జామీ,కుడి,స్త్రీ,అమెరికా,27,8. 3. 1995,168 cm,61 kg,200,132,204,120,0,8,0,8,152,116,,https://www.tennisexplorer.com/list-players/?country=usa
ఆర్కోనాడ,ఉసురు మిటనే ,కుడి,స్త్రీ,అమెరికా,23,28. 10. 1998,152 cm,58 kg,202,130,309,121,0,5,0,5,87,62,,https://www.tennisexplorer.com/list-players/?country=usa
మెక్నాలీ,కాటి,కుడి,స్త్రీ,అమెరికా,20,20. 11. 2001,167 cm,51 kg,206,105,19,11,0,2,0,2,109,43,,https://www.tennisexplorer.com/list-players/?country=usa
చిరికో,లూయిసా,కుడి,స్త్రీ,అమెరికా,26,16. 5. 1996,175 cm,64 kg,233,58,817,184,0,5,0,5,57,63,,https://www.tennisexplorer.com/list-players/?country=usa
డి,లోరెంజో  ఫ్రాన్సెస్కా,ఎడమ,స్త్రీ,అమెరికా,24,22. 7. 1997,170 cm,61 kg,236,118,459,244,0,4,0,4,45,53,,https://www.tennisexplorer.com/list-players/?country=usa
నవరో,ఎమ్మా,కుడి,స్త్రీ,అమెరికా,21,18. 5. 2001,,,238,194,513,318,0,1,0,1,22,29,,https://www.tennisexplorer.com/list-players/?country=usa
కలీవా,ఎల్వినా,కుడి,స్త్రీ,అమెరికా,18,27. 7. 2003,,,249,249,436,436,0,0,0,0,14,16,,https://www.tennisexplorer.com/list-players/?country=usa
మెక్‌హేల్,క్రిస్టినా,కుడి,స్త్రీ,అమెరికా,30,11. 5. 1992,170 cm,62 kg,261,24,233,35,1,3,1,3,77,113,,https://www.tennisexplorer.com/list-players/?country=usa
వికెరీ,సచియా,కుడి,స్త్రీ,అమెరికా,27,11. 5. 1995,163 cm,58 kg,265,73,470,225,0,5,0,5,45,63,,https://www.tennisexplorer.com/list-players/?country=usa
హారిసన్,కేథరిన్,కుడి,స్త్రీ,అమెరికా,28,9. 4. 1994,,,267,247,86,82,0,2,0,2,109,69,,https://www.tennisexplorer.com/list-players/?country=usa
చాంగ్,హన్నా,కుడి,స్త్రీ,అమెరికా,24,25. 2. 1998,,,271,214,287,274,0,4,0,4,42,42,,https://www.tennisexplorer.com/list-players/?country=usa
కిక్,అలెగ్జాండ్రా,కుడి,స్త్రీ,అమెరికా,26,30. 6. 1995,170 cm,62 kg,272,126,650,214,0,7,0,7,50,37,,https://www.tennisexplorer.com/list-players/?country=usa
విలియమ్స్,సెరెనా,కుడి,స్త్రీ,అమెరికా,40,26. 9. 1981,175 cm,70 kg,276,1,,1,74,0,74,0,184,32,,https://www.tennisexplorer.com/list-players/?country=usa
చాంగ్,సోఫీ,కుడి,స్త్రీ,అమెరికా,25,28. 5. 1997,,,277,274,135,134,0,2,0,2,185,146,,https://www.tennisexplorer.com/list-players/?country=usa
లావో,డేనియల్,కుడి,స్త్రీ,అమెరికా,31,28. 5. 1991,160 cm,80 kg,288,152,,221,0,3,0,3,64,53,,https://www.tennisexplorer.com/list-players/?country=usa
ఒసుయిగ్వే,విట్నీ,కుడి,స్త్రీ,అమెరికా,20,17. 4. 2002,,,310,105,300,198,0,2,0,2,45,36,,https://www.tennisexplorer.com/list-players/?country=usa
స్కాట్,కత్రినా,కుడి,స్త్రీ,అమెరికా,17,11. 6. 2004,,,313,313,1161,909,0,1,0,1,4,8,,https://www.tennisexplorer.com/list-players/?country=usa
మాండ్లిక్,ఎలిజబెత్,కుడి,స్త్రీ,అమెరికా,21,19. 5. 2001,,,316,309,346,316,0,6,0,6,34,32,,https://www.tennisexplorer.com/list-players/?country=usa
గ్లాచ్,అలెక్సా,కుడి,స్త్రీ,అమెరికా,32,10. 9. 1989,183 cm,66 kg,317,102,410,98,0,10,0,10,42,56,,https://www.tennisexplorer.com/list-players/?country=usa
బ్రాడీ,జెన్నిఫర్,కుడి,స్త్రీ,అమెరికా,27,12. 4. 1995,178 cm,68 kg,325,13,678,45,1,4,1,4,68,60,,https://www.tennisexplorer.com/list-players/?country=usa
డే ,కైలా,ఎడమ,స్త్రీ,అమెరికా,22,28. 9. 1999,,,334,122,574,133,0,2,0,2,25,25,,https://www.tennisexplorer.com/list-players/?country=usa
టౌన్సెండ్,టేలర్,ఎడమ,స్త్రీ,అమెరికా,26,16. 4. 1996,170 cm,77 kg,342,61,1044,64,0,12,0,12,163,62,,https://www.tennisexplorer.com/list-players/?country=usa
డగ్లస్,ఎల్లీ,కుడి,స్త్రీ,అమెరికా,22,23. 5. 2000,,,346,339,700,694,0,0,0,0,6,10,,https://www.tennisexplorer.com/list-players/?country=usa
అహ్న్,క్రిస్టీ,కుడి,స్త్రీ,అమెరికా,29,15. 6. 1992,,,348,87,1199,199,0,7,0,7,51,48,,https://www.tennisexplorer.com/list-players/?country=usa
క్రూగేర్,ఆష్లిన్,కుడి,స్త్రీ,అమెరికా,18,7. 5. 2004,,,360,360,227,206,0,0,0,0,20,17,,https://www.tennisexplorer.com/list-players/?country=usa
మోంట్‌గోమేరీ,రాబిన్,ఎడమ,స్త్రీ,అమెరికా,,,,,376,349,180,165,0,1,0,1,18,11,,https://www.tennisexplorer.com/list-players/?country=usa
దువాల్,విక్టోరియా,కుడి,స్త్రీ,అమెరికా,26,30. 11. 1995,178 cm,70 kg,377,87,894,383,0,1,0,1,18,13,,https://www.tennisexplorer.com/list-players/?country=usa
మేటీస్,మరియా,కుడి,స్త్రీ,అమెరికా,22,21. 7. 1999,,,380,284,446,437,0,1,0,1,19,33,,https://www.tennisexplorer.com/list-players/?country=usa
స్టెర్న్స్,పేటన్,కుడి,స్త్రీ,అమెరికా,20,8. 10. 2001,,,381,347,548,485,0,1,0,1,14,17,,https://www.tennisexplorer.com/list-players/?country=usa
హాల్‌బౌర్,ఎల్లీ,కుడి,స్త్రీ,అమెరికా,24,10. 7. 1997,,,387,260,530,263,0,6,0,6,61,75,,https://www.tennisexplorer.com/list-players/?country=usa
వ్యాన్,న్గుయెన్  చనెల్లె,కుడి,స్త్రీ,అమెరికా,28,19. 1. 1994,,,394,387,585,445,0,1,0,1,28,38,,https://www.tennisexplorer.com/list-players/?country=usa
బ్రాంట్‌మీర్,రీస్,కుడి,స్త్రీ,అమెరికా,17,5. 10. 2004,,,425,420,398,398,0,0,0,0,16,16,,https://www.tennisexplorer.com/list-players/?country=usa
స్టీవర్ట్,కాటెరినా,కుడి,స్త్రీ,అమెరికా,24,17. 7. 1997,,,432,158,489,400,0,13,0,13,59,55,,https://www.tennisexplorer.com/list-players/?country=usa
గ్రాహం,అలెక్సా,కుడి,స్త్రీ,అమెరికా,23,7. 7. 1998,,,434,433,1280,944,0,3,0,3,6,10,,https://www.tennisexplorer.com/list-players/?country=usa
అనీ,జెస్సీ,కుడి,స్త్రీ,అమెరికా,24,19. 4. 1998,,,447,447,301,301,0,1,0,1,57,42,,https://www.tennisexplorer.com/list-players/?country=usa
హెవిట్,దాలైనా,కుడి,స్త్రీ,అమెరికా,21,16. 12. 2000,,,453,443,557,557,0,1,0,1,31,21,,https://www.tennisexplorer.com/list-players/?country=usa
ఫెయిలా,జెస్సికా,కుడి,స్త్రీ,అమెరికా,24,5. 6. 1997,,,477,464,511,506,0,0,0,0,24,42,,https://www.tennisexplorer.com/list-players/?country=usa
బ్లాక్ ,హరికేన్  టైరా,కుడి,స్త్రీ,అమెరికా,21,2. 3. 2001,,,485,468,818,808,0,4,0,4,18,18,,https://www.tennisexplorer.com/list-players/?country=usa
రేమి,అడ్రియానా,కుడి,స్త్రీ,అమెరికా,24,13. 11. 1997,,,490,477,739,739,0,4,0,4,9,13,,https://www.tennisexplorer.com/list-players/?country=usa
గ్లీసన్,క్విన్,కుడి,స్త్రీ,అమెరికా,27,10. 11. 1994,,,499,323,153,134,0,1,0,1,156,103,,https://www.tennisexplorer.com/list-players/?country=usa
నెఫెడోవా,అనస్తాసియా,కుడి,స్త్రీ,అమెరికా,23,11. 1. 1999,,,520,428,688,566,0,0,0,0,89,130,,https://www.tennisexplorer.com/list-players/?country=usa
విలియమ్స్,శుక్రుడు,కుడి,స్త్రీ,అమెరికా,41,17. 6. 1980,185 cm,72 kg,529,1,1422,1,47,3,47,3,182,35,,https://www.tennisexplorer.com/list-players/?country=usa
ఇనౌఎ,హీనా,కుడి,స్త్రీ,అమెరికా,19,1. 6. 2003,,,540,525,773,765,0,2,0,2,13,12,,https://www.tennisexplorer.com/list-players/?country=usa
బోల్టన్,ఎలిసియా,కుడి,స్త్రీ,అమెరికా,22,24. 3. 2000,,,543,517,274,268,0,1,0,1,35,23,,https://www.tennisexplorer.com/list-players/?country=usa
లహే,యాష్లే,కుడి,స్త్రీ,అమెరికా,22,26. 10. 1999,,,545,449,583,567,0,1,0,1,12,17,,https://www.tennisexplorer.com/list-players/?country=usa
స్కోల్,చిచీ,కుడి,స్త్రీ,అమెరికా,29,5. 7. 1992,,,550,164,327,187,0,11,0,11,203,149,,https://www.tennisexplorer.com/list-players/?country=usa
ఝు,అమీ,కుడి,స్త్రీ,అమెరికా,27,28. 10. 1994,,,565,549,411,400,0,0,0,0,95,99,,https://www.tennisexplorer.com/list-players/?country=usa
కుట్టుపని,సోఫియా,కుడి,స్త్రీ,అమెరికా,22,22. 7. 1999,,,584,584,290,272,0,2,0,2,66,36,,https://www.tennisexplorer.com/list-players/?country=usa
